,Gene,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,Substrate Name,Substrate SMILES
10,G_6666666__46__58896__46__peg__46__1313,NTD2,5-Nucleotidase (UMP),rxn00708,MNXR102032,R00963,"[['3.1.3.5'], ['3.1.3.5'], None]",NTD2; NTD2pp; U34,"['h2o[c]', 'ump[c]']","['Water', 'UMP']","['O', 'C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O']"
11,G_6666666__46__58896__46__peg__46__1313,NTD3,5-Nucleotidase (dCMP),rxn01218,MNXR102033,R01664,"[['3.1.3.5', '3.1.3.89'], ['3.1.3.5', '3.1.3.89'], None]",NTD3; NTD3pp; U28,"['dcmp[c]', 'h2o[c]']","['dCMP', 'Water']","['C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)(O)O)O', 'O']"
12,G_6666666__46__58896__46__peg__46__1313,NTD4,5-Nucleotidase (CMP),rxn00363,MNXR102034,R00511,"[['3.1.3.5', '3.1.3.91'], ['3.1.3.5', '3.1.3.91'], None]",NTD4; NTD4pp; U29,"['cmp[c]', 'h2o[c]']","['CMP', 'Water']","['C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O', 'O']"
13,G_6666666__46__58896__46__peg__46__1313,NTD5,5-Nucleotidase (dTMP),rxn01145,MNXR102035,R01569,"[['3.1.3.35', '3.1.3.5', '3.1.3.89'], ['3.1.3.35', '3.1.3.5', '3.1.3.89'], None]",NTD5; NTD5pp; U25,"['dtmp[c]', 'h2o[c]']","['dTMP', 'Water']","['CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O', 'O']"
14,G_6666666__46__58896__46__peg__46__1313,NTD5_a,5-Nucleotidase (dTMP),rxn01670,MNXR15016,R02323,"[['3.1.3.-', '3.1.3.5'], ['3.1.3.-', '3.1.3.5']]",NIRP; NMNR,"['h2o[c]', 'nmn[c]']","['Water', 'NMN']","['O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)[O-])O)O)C(=O)N']"
15,G_6666666__46__58896__46__peg__46__1313,NTD6,5-Nucleotidase (dAMP),rxn01507,MNXR102036,R02088,"[['3.1.3.5', '3.1.3.89'], ['3.1.3.5', '3.1.3.89'], None]",NTD6; NTD6pp; U26,"['damp[c]', 'h2o[c]']","['dAMP(2-)', 'Water']","['C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])[O-])O', 'O']"
16,G_6666666__46__58896__46__peg__46__1313,NTD7,5-Nucleotidase (AMP),rxn00132,MNXR102037,R00183,"[['3.1.3.5'], ['3.1.3.5'], None]",NTD7; NTD7pp; U30,"['amp[c]', 'h2o[c]']","['AMP', 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N', 'O']"
17,G_6666666__46__58896__46__peg__46__1313,NTD8,5-Nucleotidase (dGMP),rxn01445,MNXR102038,R01968,"[['3.1.3.5', '3.1.3.89'], ['3.1.3.5', '3.1.3.89'], None]",NTD8; NTD8pp; U27,"['dgmp[c]', 'h2o[c]']","['dGMP', 'Water']","['C1C(C(OC1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O', 'O']"
18,G_6666666__46__58896__46__peg__46__1313,NTD9,5-Nucleotidase (GMP),rxn00913,MNXR100381,R01227,"[['3.1.3.5'], ['3.1.3.5'], None]",NTD9; NTD9pp; U31,"['gmp[c]', 'h2o[c]']","['GMP', 'Water']","['C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N', 'O']"
19,G_6666666__46__58896__46__peg__46__4707,23PDE2,"2,3-Cyclic UMP 3-nucleotidohydrolase",rxn02522,MNXR34,R03538,"[['3.1.4.16'], ['3.1.4.16']]",23CN2P2; 23PDE2pp,"['23cump[c]', 'h2o[c]']","[""2',3'-cyclic UMP(1-)"", 'Water']","['C1=CN(C(=O)NC1=O)C2C3C(C(O2)CO)OP(=O)(O3)[O-]', 'O']"
20,G_6666666__46__58896__46__peg__46__4707,23PDE4,"2,3-Cyclic CMP 3-nucleotidohydrolase",rxn02762,MNXR35,R03929,"[['3.1.4.16'], ['3.1.4.16']]",23CN2P3; 23PDE4pp,"['23ccmp[c]', 'h2o[c]']","[""2',3'-Cyclic CMP"", 'Water']","['C1=CN(C(=O)N=C1N)C2C3C(C(O2)CO)OP(=O)(O3)[O-]', 'O']"
21,G_6666666__46__58896__46__peg__46__4707,23PDE7,"2,3-Cyclic AMP 3-nucleotidohydrolase",rxn02521,MNXR36,R03537,"[['3.1.4.16'], ['3.1.4.16']]",23CN2P1; 23PDE7pp,"['23camp[c]', 'h2o[c]']","[""2',3'-Cyclic AMP"", 'Water']","['C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N', 'O']"
22,G_6666666__46__58896__46__peg__46__4707,23PDE9,"2,3-Cyclic GMP 3-nucleotidohydrolase",rxn03483,MNXR37,R05135,"[['3.1.4.16'], ['3.1.4.16']]",23CN2P4; 23PDE9pp,"['23cgmp[c]', 'h2o[c]']","[""2',3'-Cyclic GMP"", 'Water']","['C1=NC2=C(N1C3C4C(C(O3)CO)OP(=O)(O4)O)N=C(NC2=O)N', 'O']"
23,G_6666666__46__58896__46__peg__46__573,26DAPLLAT,"L,L-diaminopimelate aminotransferase",rxn07441,MNXR33992,R07613,['2.6.1.83'],None,"['26dap_LL[c]', 'akg[c]']","['LL-2,6-Diaminoheptanedioate', '2-Oxoglutarate']","['C(CC(C(=O)O)N)CC(C(=O)O)N', 'C(CC(=O)O)C(=O)C(=O)O']"
24,G_226186__46__12__46__1885__46__peg,2IMZS,2-iminoacetate synthase,rxn42709,None,None,[None],None,"['amet[c]', 'nadph[c]', 'tyr_L[c]']","['S-Adenosyl-L-methionine', 'Nicotinamide adenine dinucleotide phosphate - reduced', 'L-tyrosine']","['C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O', 'C1=CC(=CC=C1CC(C(=O)O)N)O']"
25,G_226186__46__12__46__660__46__peg,2IMZS,2-iminoacetate synthase,rxn42709,None,None,[None],None,"['amet[c]', 'nadph[c]', 'tyr_L[c]']","['S-Adenosyl-L-methionine', 'Nicotinamide adenine dinucleotide phosphate - reduced', 'L-tyrosine']","['C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O', 'C1=CC(=CC=C1CC(C(=O)O)N)O']"
26,G_6666666__46__58896__46__peg__46__833,2MBCOATA,2-methylbutanoyl-CoA[acyl-carrier-protein] transferase,rxn05358,MNXR53357,None,['2.3.1.180'],None,"['2mbcoa[c]', 'ACP[c]']","['2-methylbutanoyl-CoA(4-)', 'acyl carrier protein']","['CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', None]"
27,G_6666666__46__58896__46__peg__46__833,AIHPDCOATA,14-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05452,MNXR53361,None,['2.3.1.180'],None,"['14mpalmACP[c]', 'coa[c]']","['14-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
28,G_6666666__46__58896__46__peg__46__833,AIPDCOATA,12-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05451,MNXR53360,None,['2.3.1.180'],None,"['12mmyrsACP[c]', 'coa[c]']","['12-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
29,G_6666666__46__58896__46__peg__46__833,IBCOATA,2-methylpropionyl-CoA[acyl-carrier-protein] transferase,rxn05408,MNXR53359,None,['2.3.1.180'],None,"['ACP[c]', 'ibcoa[c]']","['acyl carrier protein', 'isobutyryl-CoA(4-)']","[None, 'CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O']"
30,G_6666666__46__58896__46__peg__46__833,IHDCOATA,14-methyl-pentadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05456,MNXR53365,None,['2.3.1.180'],None,"['14mpentdecACP[c]', 'coa[c]']","['14-methyl-pentadecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
31,G_6666666__46__58896__46__peg__46__833,IHPDCOATA,15-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05454,MNXR53363,None,['2.3.1.180'],None,"['15mpalmACP[c]', 'coa[c]']","['15-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
32,G_6666666__46__58896__46__peg__46__833,IPDCOATA,13-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05453,MNXR53362,None,['2.3.1.180'],None,"['13mmyrsACP[c]', 'coa[c]']","['13-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
33,G_6666666__46__58896__46__peg__46__833,ITDCOATA,12-methyl-tridecanoyl-ACP[acyl-carrier-protein] transferase,rxn05455,MNXR53364,None,['2.3.1.180'],None,"['12mtridecACP[c]', 'coa[c]']","['12-methyl-tridecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
34,G_6666666__46__58896__46__peg__46__833,IVCOATA,3-methylbutanoyl-CoA[acyl-carrier-protein] transferase,rxn05383,MNXR53358,None,['2.3.1.180'],None,"['ACP[c]', 'ivcoa[c]']","['acyl carrier protein', 'Isovaleryl-CoA']","[None, 'CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O']"
35,G_6666666__46__58896__46__peg__46__833,MCOATA,Malonyl Coenzyme A-Acp Transacylase,rxn05465,MNXR35619,R01626,"[None, ['2.3.1.-', '2.3.1.0', '2.3.1.39', '2.3.1.85', '2.3.1.86'], ['2.3.1.-', '2.3.1.0', '2.3.1.39', '2.3.1.85', '2.3.1.86'], None]",FAS1_1; MCOATA; MCOATAm; MCT1,"['ACP[c]', 'malcoa[c]']","['acyl carrier protein', 'Malonyl-CoA']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O']"
36,G_6666666__46__58896__46__peg__46__833,PMTCOATA,hexadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05458,MNXR78083,R10700,[None],FAS1_7_c,"['coa[c]', 'palmACP[c]']","['Coenzyme A', 'Palmitoyl-ACP (n-C16:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
37,G_6666666__46__58896__46__peg__46__833,STCOATA,stearyl-ACP[acyl-carrier-protein] transferase,rxn05459,MNXR53368,None,['2.3.1.180'],None,"['coa[c]', 'ocdcaACP[c]']","['Coenzyme A', 'Octadecanoyl-ACP (n-C18:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
38,G_6666666__46__58896__46__peg__46__833,TDCOATA,tetradecanoyl-ACP[acyl-carrier-protein] transferase,rxn05457,MNXR53366,None,[None],FAS1_6_c,"['coa[c]', 'myrsACP[c]']","['Coenzyme A', 'Myristoyl-ACP (n-C14:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
39,G_6666666__46__58896__46__peg__46__4486,3HAD100,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),rxn05333,MNXR68167,R04535,"[['2.3.1.-', '2.3.1.85', '2.3.1.86', '4.2.1.58', '4.2.1.59', '4.2.1.60', '4.2.1.61'], None]",3HAD100; HDEHL4,['3hdecACP[c]'],['(R)-3-Hydroxydecanoyl-[acyl-carrier protein]'],[None]
40,G_6666666__46__58896__46__peg__46__4486,3HAD10M11,10-methyl-3-hydroxy-undecanoyl-ACP hydro-lyase,rxn05423,MNXR27697,None,['4.2.1.59'],None,['10m3hundecACP[c]'],['10-methyl-3-hydroxy-undecanoyl-ACP'],[None]
41,G_6666666__46__58896__46__peg__46__4486,3HAD10M12,10-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase,rxn05373,MNXR27647,None,['4.2.1.59'],None,['10m3hddcaACP[c]'],['10-methyl-3-hydroxy-dodecanoyl-ACP'],[None]
42,G_6666666__46__58896__46__peg__46__4486,3HAD11M12,11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase,rxn05398,MNXR27672,None,['4.2.1.59'],None,['11m3hddcaACP[c]'],['11-methyl-3-hydroxy-dodecanoyl-ACP'],[None]
43,G_6666666__46__58896__46__peg__46__4486,3HAD120,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),rxn05331,MNXR68168,R04965,"[['2.3.1.-', '2.3.1.85', '2.3.1.86', '4.2.1.58', '4.2.1.59', '4.2.1.60', '4.2.1.61'], None]",3HAD120; HDDHL5,['3hddecACP[c]'],['(R)-3-Hydroxydodecanoyl-[acyl-carrier protein]'],[None]
44,G_6666666__46__58896__46__peg__46__4486,3HAD12M13,12-methyl-3-hydroxy-tridecanoyl-ACP hydro-lyase,rxn05427,MNXR27701,None,['4.2.1.59'],None,['12m3htridecACP[c]'],['12-methyl-3-hydroxy-tridecanoyl-ACP'],[None]
45,G_6666666__46__58896__46__peg__46__4486,3HAD12M14,12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase,rxn05377,MNXR27651,None,['4.2.1.59'],None,['12m3hmyrsACP[c]'],['12-methyl-3-hydroxy-tetra-decanoyl-ACP'],[None]
46,G_6666666__46__58896__46__peg__46__4486,3HAD13M14,13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase,rxn05402,MNXR27676,None,['4.2.1.59'],None,['13m3hmyrsACP[c]'],['13-methyl-3-hydroxy-tetra-decanoyl-ACP'],[None]
47,G_6666666__46__58896__46__peg__46__4486,3HAD140,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),rxn05335,MNXR68170,R04568,"[['2.3.1.-', '2.3.1.85', '2.3.1.86', '4.2.1.59', '4.2.1.61']]",3HAD140,['3hmrsACP[c]'],['(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]'],[None]
48,G_6666666__46__58896__46__peg__46__4486,3HAD14M15,14-methyl-3-hydroxy-pentadecanoyl-ACP hydro-lyase,rxn05431,MNXR27705,None,['4.2.1.59'],None,['14m3hpentdecACP[c]'],['14-methyl-3-hydroxy-pentadecanoyl-ACP'],[None]
49,G_6666666__46__58896__46__peg__46__4486,3HAD14M16,14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,rxn05381,MNXR27655,None,['4.2.1.59'],None,['14m3hpalmACP[c]'],['14-methyl-3-hydroxy-hexa-decanoyl-ACP'],[None]
50,G_6666666__46__58896__46__peg__46__4486,3HAD15M16,15-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,rxn05406,MNXR27680,None,['4.2.1.59'],None,['15m3hpalmACP[c]'],['15-methyl-3-hydroxy-hexa-decanoyl-ACP'],[None]
51,G_6666666__46__58896__46__peg__46__4486,3HAD160,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),rxn05332,MNXR68172,R04544,"[['2.3.1.-', '2.3.1.85', '2.3.1.86', '4.2.1.59', '4.2.1.61']]",3HAD160,['3hpalmACP[c]'],['R-3-hydroxypalmitoyl-[acyl-carrier protein]'],[None]
52,G_6666666__46__58896__46__peg__46__4486,3HAD180,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),rxn05462,MNXR27736,None,['4.2.1.59'],None,['3hoctaACP[c]'],['(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]'],[None]
53,G_6666666__46__58896__46__peg__46__4486,3HAD40,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),rxn05329,MNXR71008,R04428,[None],HBUHL1,['3haACP[c]'],['(3R)-3-Hydroxyacyl-[acyl-carrier protein]'],[None]
54,G_6666666__46__58896__46__peg__46__4486,3HAD4M5,4-methyl-3-hydroxy-pentanoyl-ACP hydro-lyase,rxn05411,MNXR27685,None,['4.2.1.59'],None,['4m3hpentACP[c]'],['4-methyl-3-hydroxy-pentanoyl-ACP'],[None]
55,G_6666666__46__58896__46__peg__46__4486,3HAD4M6,4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,rxn05361,MNXR27635,None,['4.2.1.59'],None,['4m3hhexACP[c]'],['4-methyl-3-hydroxy-hexanoyl-ACP'],[None]
56,G_6666666__46__58896__46__peg__46__4486,3HAD5M6,5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,rxn05386,MNXR27660,None,['4.2.1.59'],None,['5m3hhexACP[c]'],['5-methyl-3-hydroxy-hexanoyl-ACP'],[None]
57,G_6666666__46__58896__46__peg__46__4486,3HAD60,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),rxn05330,MNXR68177,R04954,"[['2.3.1.-', '2.3.1.85', '2.3.1.86', '4.2.1.58', '4.2.1.59'], None]",3HAD60; HHYHL2,['3hhexACP[c]'],['(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]'],[None]
58,G_6666666__46__58896__46__peg__46__4486,3HAD6M7,6-methyl-3-hydroxy-heptanoyl-ACP hydro-lyase,rxn05415,MNXR27689,None,['4.2.1.59'],None,['6m3hheptACP[c]'],['6-methyl-3-hydroxy-heptanoyl-ACP'],[None]
59,G_6666666__46__58896__46__peg__46__4486,3HAD6M8,6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,rxn05365,MNXR27639,None,['4.2.1.59'],None,['6m3hocACP[c]'],['6-methyl-3-hydroxy-octanoyl-ACP'],[None]
60,G_6666666__46__58896__46__peg__46__4486,3HAD7M8,7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,rxn05390,MNXR27664,None,['4.2.1.59'],None,['7m3hocACP[c]'],['7-methyl-3-hydroxy-octanoyl-ACP'],[None]
61,G_6666666__46__58896__46__peg__46__4486,3HAD80,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),rxn05334,MNXR68178,R04537,"[['2.3.1.-', '2.3.1.85', '2.3.1.86', '4.2.1.58', '4.2.1.59', '4.2.1.61'], None]",3HAD80; HOCHL3,['3hoctACP[c]'],['(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]'],[None]
62,G_6666666__46__58896__46__peg__46__4486,3HAD8M10,8-methyl-3-hydroxy-decanoyl-ACP hydro-lyase,rxn05369,MNXR27643,None,['4.2.1.59'],None,['8m3hdcaACP[c]'],['8-methyl-3-hydroxy-decanoyl-ACP'],[None]
63,G_6666666__46__58896__46__peg__46__4486,3HAD8M9,8-methyl-3-hydroxy-nonanoyl-ACP hydro-lyase,rxn05419,MNXR27693,None,['4.2.1.59'],None,['8m3hnonACP[c]'],['8-methyl-3-hydroxy-nonanoyl-ACP'],[None]
64,G_6666666__46__58896__46__peg__46__4486,3HAD9M10,9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase,rxn05394,MNXR27668,None,['4.2.1.59'],None,['9m3hdcaACP[c]'],['9-methyl-3-hydroxy-decanoyl-ACP'],[None]
65,G_226186__46__12__46__1912__46__peg,3MOBS,3-methyl-2-oxobutanoate synthase,rxn00902,MNXR3135,R01213,"[['2.3.3.13'], ['2.3.3.13'], None]",IPPS; IPPSm; LEU4,"['3c3hmp[c]', 'coa[c]', 'h[c]']","['3-Carboxy-3-hydroxy-4-methylpentanoate', 'Coenzyme A', 'proton']","['CC(C)C(CC(=O)O)(C(=O)O)O', 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', '[H+]']"
66,G_6666666__46__58896__46__peg__46__1024,3OAR100,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),rxn05338,MNXR68183,R04534,"[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None, None]",3OAR100; HDER4; HDER4r,"['3odecACP[c]', 'h[c]', 'nadph[c]']","['3-Oxodecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
67,G_6666666__46__58896__46__peg__46__1024,3OAR10M11,10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase,rxn05422,MNXR27696,None,['1.1.1.100'],None,"['10m3oundecACP[c]', 'h[c]', 'nadph[c]']","['10-methyl-3-oxo-undecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
