,Gene,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,Substrate Name,Substrate SMILES
13,HMPREF0833_RS00645,L_LACD2,L-Lactate dehydrogenase (ubiquinone),rxn08792,MNXR55668,None,"[None, ['1.1.2.3']]",L-LACD2; L_LACD2,"['lac_L[c]', 'q8[c]']","['L-lactate', 'Ubiquinone-8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
14,HMPREF0833_RS00645,L_LACD3,L-Lactate dehydrogenase (menaquinone),rxn08793,MNXR69304,None,"[None, ['1.1.2.3']]",L-LACD3; L_LACD3,"['lac_L[c]', 'mqn8[c]']","['L-lactate', 'Menaquinone 8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
15,HMPREF0833_RS00645,MCLOR,3-Mercaptolactate:NAD+ Oxidoreductase,rxn02228,MNXR69411,R03104,['1.1.1.27'],None,"['mercplac[c]', 'nad[c]']","['3-Mercaptolactate', 'Nicotinamide adenine dinucleotide']","['C(C(C(=O)O)O)S', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
16,HMPREF0833_RS02245,2HBO,2-Hydroxybutyrate:NAD+ Oxidoreductase,rxn00741,MNXR94796,R01000,"[['1.1.1.27'], ['1.1.1.27']]",2HBO; LDH2,"['2hb[c]', 'nad[c]']","['2-Hydroxybutyrate', 'Nicotinamide adenine dinucleotide']","['CCC(C(=O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
17,HMPREF0833_RS02245,LDH_L,L-Lactate Dehydrogenase,rxn00499,MNXR101040,R00703,[['1.1.1.27']],LDH_L,"['lac_L[c]', 'nad[c]']","['L-lactate', 'Nicotinamide adenine dinucleotide']","['CC(C(=O)[O-])O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
18,HMPREF0833_RS02245,L_LACD,"L-Lactate dehydrogenase, irreversible",None,None,None,[None],None,"['ficytC[c]', 'lac_L[c]']","['Ferricytochrome c', 'L-lactate']","[None, 'CC(C(=O)[O-])O']"
19,HMPREF0833_RS02245,L_LACD2,L-Lactate dehydrogenase (ubiquinone),rxn08792,MNXR55668,None,"[None, ['1.1.2.3']]",L-LACD2; L_LACD2,"['lac_L[c]', 'q8[c]']","['L-lactate', 'Ubiquinone-8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
20,HMPREF0833_RS02245,L_LACD3,L-Lactate dehydrogenase (menaquinone),rxn08793,MNXR69304,None,"[None, ['1.1.2.3']]",L-LACD3; L_LACD3,"['lac_L[c]', 'mqn8[c]']","['L-lactate', 'Menaquinone 8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
21,HMPREF0833_RS02245,MCLOR,3-Mercaptolactate:NAD+ Oxidoreductase,rxn02228,MNXR69411,R03104,['1.1.1.27'],None,"['mercplac[c]', 'nad[c]']","['3-Mercaptolactate', 'Nicotinamide adenine dinucleotide']","['C(C(C(=O)O)O)S', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
22,WP_003014794.1,2HBO,2-Hydroxybutyrate:NAD+ Oxidoreductase,rxn00741,MNXR94796,R01000,"[['1.1.1.27'], ['1.1.1.27']]",2HBO; LDH2,"['2hb[c]', 'nad[c]']","['2-Hydroxybutyrate', 'Nicotinamide adenine dinucleotide']","['CCC(C(=O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
23,WP_003014794.1,LDH_L,L-Lactate Dehydrogenase,rxn00499,MNXR101040,R00703,[['1.1.1.27']],LDH_L,"['lac_L[c]', 'nad[c]']","['L-lactate', 'Nicotinamide adenine dinucleotide']","['CC(C(=O)[O-])O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
24,WP_003014794.1,L_LACD,"L-Lactate dehydrogenase, irreversible",None,None,None,[None],None,"['ficytC[c]', 'lac_L[c]']","['Ferricytochrome c', 'L-lactate']","[None, 'CC(C(=O)[O-])O']"
25,WP_003014794.1,L_LACD2,L-Lactate dehydrogenase (ubiquinone),rxn08792,MNXR55668,None,"[None, ['1.1.2.3']]",L-LACD2; L_LACD2,"['lac_L[c]', 'q8[c]']","['L-lactate', 'Ubiquinone-8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
26,WP_003014794.1,L_LACD3,L-Lactate dehydrogenase (menaquinone),rxn08793,MNXR69304,None,"[None, ['1.1.2.3']]",L-LACD3; L_LACD3,"['lac_L[c]', 'mqn8[c]']","['L-lactate', 'Menaquinone 8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
27,WP_003014794.1,MCLOR,3-Mercaptolactate:NAD+ Oxidoreductase,rxn02228,MNXR69411,R03104,['1.1.1.27'],None,"['mercplac[c]', 'nad[c]']","['3-Mercaptolactate', 'Nicotinamide adenine dinucleotide']","['C(C(C(=O)O)O)S', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
28,WP_013903259.1,2HBO,2-Hydroxybutyrate:NAD+ Oxidoreductase,rxn00741,MNXR94796,R01000,"[['1.1.1.27'], ['1.1.1.27']]",2HBO; LDH2,"['2hb[c]', 'nad[c]']","['2-Hydroxybutyrate', 'Nicotinamide adenine dinucleotide']","['CCC(C(=O)O)O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
29,WP_013903259.1,LDH_L,L-Lactate Dehydrogenase,rxn00499,MNXR101040,R00703,[['1.1.1.27']],LDH_L,"['lac_L[c]', 'nad[c]']","['L-lactate', 'Nicotinamide adenine dinucleotide']","['CC(C(=O)[O-])O', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
30,WP_013903259.1,L_LACD,"L-Lactate dehydrogenase, irreversible",None,None,None,[None],None,"['ficytC[c]', 'lac_L[c]']","['Ferricytochrome c', 'L-lactate']","[None, 'CC(C(=O)[O-])O']"
31,WP_013903259.1,L_LACD2,L-Lactate dehydrogenase (ubiquinone),rxn08792,MNXR55668,None,"[None, ['1.1.2.3']]",L-LACD2; L_LACD2,"['lac_L[c]', 'q8[c]']","['L-lactate', 'Ubiquinone-8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C(=C(C1=O)OC)OC)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
32,WP_013903259.1,L_LACD3,L-Lactate dehydrogenase (menaquinone),rxn08793,MNXR69304,None,"[None, ['1.1.2.3']]",L-LACD3; L_LACD3,"['lac_L[c]', 'mqn8[c]']","['L-lactate', 'Menaquinone 8']","['CC(C(=O)[O-])O', 'CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C']"
33,WP_013903259.1,MCLOR,3-Mercaptolactate:NAD+ Oxidoreductase,rxn02228,MNXR69411,R03104,['1.1.1.27'],None,"['mercplac[c]', 'nad[c]']","['3-Mercaptolactate', 'Nicotinamide adenine dinucleotide']","['C(C(C(=O)O)O)S', 'C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N']"
34,HMPREF0833_RS02475,2HMCOXT,4-oxalocrotonate tautomerase,rxn02788,MNXR59574,R03966,[['5.3.2.6']],4OT,['2hmc[c]'],['2-Hydroxymuconate'],['C(=CC(=O)O)C=C(C(=O)[O-])[O-]']
35,HMPREF0833_RS08345,2IPDPIPT,2-Isopentenyl-diphosphate:ATP delta2-isopentenyltransferase,rxn07841,None,R08051,[None],None,"['atp[c]', 'dmpp[c]', 'h[c]']","['ATP', 'Dimethylallyl diphosphate', 'proton']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(=CCOP(=O)(O)OP(=O)(O)O)C', '[H+]']"
36,HMPREF0833_RS08345,DHPS,dihydropteroate synthase,rxn02200,MNXR1587,R03066,"[None, None]",DHPS; DHPSm,"['2ahhmp[c]', '4abz[c]']","['2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine', '4-Aminobenzoate']","['C1C(=NC2=C(N1)N=C(NC2=O)N)CO', 'C1=CC(=CC=C1C(=O)[O-])N']"
37,HMPREF0833_RS08345,IPDPIPT,2-Isopentenyl-diphosphate:ADP delta2-isopentenyltransferase,rxn07842,None,R08052,[None],None,"['adp[c]', 'dmpp[c]', 'h[c]']","['ADP', 'Dimethylallyl diphosphate', 'proton']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(=CCOP(=O)(O)OP(=O)(O)O)C', '[H+]']"
38,WP_013904493.1,2IPDPIPT,2-Isopentenyl-diphosphate:ATP delta2-isopentenyltransferase,rxn07841,None,R08051,[None],None,"['atp[c]', 'dmpp[c]', 'h[c]']","['ATP', 'Dimethylallyl diphosphate', 'proton']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(=CCOP(=O)(O)OP(=O)(O)O)C', '[H+]']"
39,WP_013904493.1,DHPS,dihydropteroate synthase,rxn02200,MNXR1587,R03066,"[None, None]",DHPS; DHPSm,"['2ahhmp[c]', '4abz[c]']","['2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine', '4-Aminobenzoate']","['C1C(=NC2=C(N1)N=C(NC2=O)N)CO', 'C1=CC(=CC=C1C(=O)[O-])N']"
40,WP_013904493.1,IPDPIPT,2-Isopentenyl-diphosphate:ADP delta2-isopentenyltransferase,rxn07842,None,R08052,[None],None,"['adp[c]', 'dmpp[c]', 'h[c]']","['ADP', 'Dimethylallyl diphosphate', 'proton']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N', 'CC(=CCOP(=O)(O)OP(=O)(O)O)C', '[H+]']"
41,HMPREF0833_RS09770,2MBCOATA,2-methylbutanoyl-CoA[acyl-carrier-protein] transferase,rxn05358,MNXR53357,None,['2.3.1.180'],None,"['2mbcoa[c]', 'ACP[c]']","['2-methylbutanoyl-CoA(4-)', 'acyl carrier protein']","['CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', None]"
42,HMPREF0833_RS09770,AIHPDCOATA,14-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05452,MNXR53361,None,['2.3.1.180'],None,"['14mpalmACP[c]', 'coa[c]']","['14-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
43,HMPREF0833_RS09770,AIPDCOATA,12-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05451,MNXR53360,None,['2.3.1.180'],None,"['12mmyrsACP[c]', 'coa[c]']","['12-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
44,HMPREF0833_RS09770,IBCOATA,2-methylpropionyl-CoA[acyl-carrier-protein] transferase,rxn05408,MNXR53359,None,['2.3.1.180'],None,"['ACP[c]', 'ibcoa[c]']","['acyl carrier protein', 'isobutyryl-CoA(4-)']","[None, 'CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O']"
45,HMPREF0833_RS09770,IHDCOATA,14-methyl-pentadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05456,MNXR53365,None,['2.3.1.180'],None,"['14mpentdecACP[c]', 'coa[c]']","['14-methyl-pentadecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
46,HMPREF0833_RS09770,IHPDCOATA,15-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05454,MNXR53363,None,['2.3.1.180'],None,"['15mpalmACP[c]', 'coa[c]']","['15-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
47,HMPREF0833_RS09770,IPDCOATA,13-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05453,MNXR53362,None,['2.3.1.180'],None,"['13mmyrsACP[c]', 'coa[c]']","['13-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
48,HMPREF0833_RS09770,ITDCOATA,12-methyl-tridecanoyl-ACP[acyl-carrier-protein] transferase,rxn05455,MNXR53364,None,['2.3.1.180'],None,"['12mtridecACP[c]', 'coa[c]']","['12-methyl-tridecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
49,HMPREF0833_RS09770,IVCOATA,3-methylbutanoyl-CoA[acyl-carrier-protein] transferase,rxn05383,MNXR53358,None,['2.3.1.180'],None,"['ACP[c]', 'ivcoa[c]']","['acyl carrier protein', 'Isovaleryl-CoA']","[None, 'CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O']"
50,HMPREF0833_RS09770,MACPMT,Malonyl CoAacyl carrier protein S malonyltransferase,None,None,None,[None],None,"['ACP[c]', 'malcoa[c]']","['acyl carrier protein', 'Malonyl-CoA']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O']"
51,HMPREF0833_RS09770,PMTCOATA,hexadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05458,MNXR78083,R10700,[None],FAS1_7_c,"['coa[c]', 'palmACP[c]']","['Coenzyme A', 'Palmitoyl-ACP (n-C16:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
52,HMPREF0833_RS09770,STCOATA,stearyl-ACP[acyl-carrier-protein] transferase,rxn05459,MNXR53368,None,['2.3.1.180'],None,"['coa[c]', 'ocdcaACP[c]']","['Coenzyme A', 'Octadecanoyl-ACP (n-C18:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
53,HMPREF0833_RS09770,TDCOATA,tetradecanoyl-ACP[acyl-carrier-protein] transferase,rxn05457,MNXR53366,None,[None],FAS1_6_c,"['coa[c]', 'myrsACP[c]']","['Coenzyme A', 'Myristoyl-ACP (n-C14:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
54,WP_013904717.1,2MBCOATA,2-methylbutanoyl-CoA[acyl-carrier-protein] transferase,rxn05358,MNXR53357,None,['2.3.1.180'],None,"['2mbcoa[c]', 'ACP[c]']","['2-methylbutanoyl-CoA(4-)', 'acyl carrier protein']","['CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', None]"
55,WP_013904717.1,AIHPDCOATA,14-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05452,MNXR53361,None,['2.3.1.180'],None,"['14mpalmACP[c]', 'coa[c]']","['14-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
56,WP_013904717.1,AIPDCOATA,12-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05451,MNXR53360,None,['2.3.1.180'],None,"['12mmyrsACP[c]', 'coa[c]']","['12-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
57,WP_013904717.1,IBCOATA,2-methylpropionyl-CoA[acyl-carrier-protein] transferase,rxn05408,MNXR53359,None,['2.3.1.180'],None,"['ACP[c]', 'ibcoa[c]']","['acyl carrier protein', 'isobutyryl-CoA(4-)']","[None, 'CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O']"
58,WP_013904717.1,IHDCOATA,14-methyl-pentadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05456,MNXR53365,None,['2.3.1.180'],None,"['14mpentdecACP[c]', 'coa[c]']","['14-methyl-pentadecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
59,WP_013904717.1,IHPDCOATA,15-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05454,MNXR53363,None,['2.3.1.180'],None,"['15mpalmACP[c]', 'coa[c]']","['15-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
60,WP_013904717.1,IPDCOATA,13-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05453,MNXR53362,None,['2.3.1.180'],None,"['13mmyrsACP[c]', 'coa[c]']","['13-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
61,WP_013904717.1,ITDCOATA,12-methyl-tridecanoyl-ACP[acyl-carrier-protein] transferase,rxn05455,MNXR53364,None,['2.3.1.180'],None,"['12mtridecACP[c]', 'coa[c]']","['12-methyl-tridecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
