,Gene,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,Substrate Name,Substrate SMILES
11,411479.1.3062_56.peg,3OH_MXN_GLC_GLCAASE,3-Hydroxymorphinan O-Glucuronide beta-glucuronidase,None,None,None,[None],None,"['3oh_mxn_glc[c]', 'h2o[c]']","['3-Hydroxymorphinan O-Glucuronide', 'Water']","[None, 'O']"
12,411479.1.3062_56.peg,4DH_TPNO_1GLC_GLCAASE,4-Dehydroxytempol 1-O-Glucuronide beta-glucuronidase,None,None,None,[None],None,"['4dh_tpno_1glc[c]', 'h2o[c]']","['4-Dehydroxytempol 1-O-Glucuronide', 'Water']","[None, 'O']"
13,411479.1.3062_56.peg,4HMDGLUC_GLCAASE,4-OH-midazolam-glucuronide beta-glucuronidase,None,None,None,[None],None,"['4hmdgluc[c]', 'h2o[c]']","['4-OH-midazolam-glucuronide', 'Water']","[None, 'O']"
14,411479.1.3062_56.peg,4OH_DCF_GLC_GLCAASE,4-Hydroxydiclofenac Glucuronide beta-glucuronidase,None,None,None,[None],None,"['4oh_dcf_glc[c]', 'h2o[c]']","['4-Hydroxydiclofenac Glucuronide', 'Water']","[None, 'O']"
15,411479.1.3062_56.peg,4OH_KP_GLC_GLCAASE,4-Hydroxybenzyl Ketoprofen Glucuronide beta-glucuronidase,None,None,None,[None],None,"['4oh_kp_glc[c]', 'h2o[c]']","['4-Hydroxybenzyl Ketoprofen Glucuronide', 'Water']","[None, 'O']"
16,411479.1.3062_56.peg,4OH_LEVOLE_GLC_GLCAASE,4-Hydroxy Levamisole Glucuronide beta-glucuronidase,None,None,None,[None],None,"['4oh_levole_glc[c]', 'h2o[c]']","['4-Hydroxy Levamisole Glucuronide', 'Water']","[None, 'O']"
17,411479.1.3062_56.peg,4OH_METH_GLC_GLCAASE,4-Hydroxymethamphetamine Glucuronide beta-glucuronidase,None,None,None,[None],None,"['4oh_meth_glc[c]', 'h2o[c]']","['4-Hydroxymethamphetamine Glucuronide', 'Water']","[None, 'O']"
18,411479.1.3062_56.peg,4OH_PROPL_GLC_GLCAASE,4-Hydroxypropranolol Glucuronide beta-glucuronidase,None,None,None,[None],None,"['4oh_propl_glc[c]', 'h2o[c]']","['4-Hydroxypropranolol Glucuronide', 'Water']","['CC(C)NCC(COC1=CC=C(C2=CC=CC=C21)OC3C(C(C(C(O3)C(=O)O)O)O)O)O', 'O']"
19,411479.1.3062_56.peg,4OH_TRZ_GLC_GLCAASE,4-Hydroxy Triazolam Glucuronide beta-glucuronidase,None,None,None,[None],None,"['4oh_trz_glc[c]', 'h2o[c]']","['4-Hydroxy Triazolam Glucuronide', 'Water']","[None, 'O']"
20,411479.1.3062_56.peg,4OH_VCZ_GLC_GLCAASE,4-Hydroxyvoriconazole Glucuronide beta-glucuronidase,None,None,None,[None],None,"['4oh_vcz_glc[c]', 'h2o[c]']","['4-Hydroxyvoriconazole Glucuronide', 'Water']","[None, 'O']"
21,411479.1.3062_56.peg,5OHFVSGLU_GLCAASE,5-hydroxy-fluvastatin-glucuronide beta-glucuronidase,None,None,None,[None],None,"['5ohfvsglu[c]', 'h2o[c]']","['5-hydroxy-fluvastatin-glucuronide', 'Water']","[None, 'O']"
22,411479.1.3062_56.peg,5OH_SULFP_GLC_GLCAASE,5-Hydroxy-Sulfapyridine-O-Glucuronide beta-glucuronidase,None,None,None,[None],None,"['5oh_sulfp_glc[c]', 'h2o[c]']","['5-Hydroxy-Sulfapyridine-O-Glucuronide', 'Water']","[None, 'O']"
23,411479.1.3062_56.peg,6BHGLZGLC_GLCAASE,6-beta-OH-gliclazide-glucuronide beta-glucuronidase,None,None,None,[None],None,"['6bhglzglc[c]', 'h2o[c]']","['6-beta-OH-gliclazide-glucuronide', 'Water']","[None, 'O']"
24,411479.1.3062_56.peg,6OHFVSGLU_GLCAASE,6-hydroxy-fluvastatin-glucuronide beta-glucuronidase,None,None,None,[None],None,"['6ohfvsglu[c]', 'h2o[c]']","['6-hydroxy-fluvastatin-glucuronide', 'Water']","[None, 'O']"
25,411479.1.3062_56.peg,7BHGLZ_GLCAASE,7-beta-OH-gliclazide beta-glucuronidase,None,None,None,[None],None,"['7bhglzglc[c]', 'h2o[c]']","['7-beta-OH-gliclazide-glucuronide', 'Water']","[None, 'O']"
26,411479.1.3062_56.peg,7OH_EFV_GLC_GLCAASE,7-hydroxy-Efavirenz Glucuronide beta-glucuronidase,None,None,None,[None],None,"['7oh_efv_glc[c]', 'h2o[c]']","['7-hydroxy-Efavirenz Glucuronide', 'Water']","[None, 'O']"
27,411479.1.3062_56.peg,814DIOH_EFV_GLC_GLCAASE,8 14-Dihydroxyefavirenz Glucuronide beta-glucuronidase,None,None,None,[None],None,"['814dioh_efv_glc[c]', 'h2o[c]']","['8,14-Dihydroxyefavirenz Glucuronide', 'Water']","[None, 'O']"
28,411479.1.3062_56.peg,8OH_EFV_GLC_GLCAASE,8-hydroxy-Efavirenz Glucuronide beta-glucuronidase,None,None,None,[None],None,"['8oh_efv_glc[c]', 'h2o[c]']","['8-hydroxy-Efavirenz Glucuronide', 'Water']","[None, 'O']"
29,411479.1.3062_56.peg,ACMPGLU_GLCAASE,Acetaminophen glucuronide beta-glucuronidase,None,None,None,[None],None,"['acmpglu[c]', 'h2o[c]']","['Acetaminophen glucuronide', 'Water']","['CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O', 'O']"
30,411479.1.3062_56.peg,ACMP_GLC_GLCAASE,Acetaminophen Glucuronide beta-glucuronidase,None,None,None,[None],None,"['acmp_glc[c]', 'h2o[c]']","['Acetaminophen Glucuronide', 'Water']","['CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O', 'O']"
31,411479.1.3062_56.peg,AC_AMN_B_GLY_GLC_GLCAASE,Acetyl 4-Aminobenzoylglycine Glucuronide beta-glucuronidase,None,None,None,[None],None,"['ac_amn_b_gly_glc[c]', 'h2o[c]']","['Acetyl 4-Aminobenzoylglycine Glucuronide', 'Water']","[None, 'O']"
32,411479.1.3062_56.peg,ALPZ_4OH_GLC_GLCAASE,4-Hydroxyalprazolam Glucuronide beta-glucuronidase,None,None,None,[None],None,"['alpz_4oh_glc[c]', 'h2o[c]']","['4-Hydroxyalprazolam Glucuronide', 'Water']","[None, 'O']"
33,411479.1.3062_56.peg,ALPZ_AOH_GLC_GLCAASE,Alpha-Hydroxyalprazolam Glucuronide beta-glucuronidase,None,None,None,[None],None,"['alpz_aoh_glc[c]', 'h2o[c]']","['Alpha-Hydroxyalprazolam Glucuronide', 'Water']","['C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4)COC5C(C(C(C(O5)C(=O)O)O)O)O', 'O']"
34,411479.1.3062_56.peg,AM14_GLC_GLCAASE,Desmethylalfentanil Glucuronide (AM14 Glucuronide) beta-glucuronidase,None,None,None,[None],None,"['am14_glc[c]', 'h2o[c]']","['Desmethylalfentanil Glucuronide (AM14 Glucuronide)', 'Water']","[None, 'O']"
35,411479.1.3062_56.peg,AM1CGLC_GLCAASE,AM1c-glucuronide (cyclosporine) beta-glucuronidase,None,None,None,[None],None,"['am1cglc[c]', 'h2o[c]']","['AM1c-glucuronide (cyclosporine)', 'Water']","[None, 'O']"
36,411479.1.3062_56.peg,AM5_GLC_GLCAASE,N-(4-Hydroxyphenyl)Propanamide Glucuronide (AM5 Glucuronide) beta-glucuronidase,None,None,None,[None],None,"['am5_glc[c]', 'h2o[c]']","['N-(4-Hydroxyphenyl)Propanamide Glucuronide (AM5 Glucuronide)', 'Water']","[None, 'O']"
37,411479.1.3062_56.peg,AM6_GLC_GLCAASE,Desmethylnoralfentanil Glucuronide (AM6 Glucuronide) beta-glucuronidase,None,None,None,[None],None,"['am6_glc[c]', 'h2o[c]']","['Desmethylnoralfentanil Glucuronide (AM6 Glucuronide)', 'Water']","[None, 'O']"
38,411479.1.3062_56.peg,AMIO_C_GLC_GLCAASE,Carboxylamiodarone Glucuronide (M19) beta-glucuronidase,None,None,None,[None],None,"['amio_c_glc[c]', 'h2o[c]']","['Carboxylamiodarone Glucuronide (M19)', 'Water']","[None, 'O']"
39,411479.1.3062_56.peg,AMIO_GLC_GLCAASE,Amiodarone Glucuronide (M16) beta-glucuronidase,None,None,None,[None],None,"['amio_glc[c]', 'h2o[c]']","['Amiodarone Glucuronide (M16)', 'Water']","[None, 'O']"
40,411479.1.3062_56.peg,AMNTD_M6_GLC_GLCAASE,Amantadine M6 Glucuronide beta-glucuronidase,None,None,None,[None],None,"['amntd_m6_glc[c]', 'h2o[c]']","['Amantadine M6 Glucuronide', 'Water']","[None, 'O']"
41,411479.1.3062_56.peg,AMN_B_GLY_GLC_GLCAASE,4-Aminobenzoylglycine Glucuronide beta-glucuronidase,None,None,None,[None],None,"['amn_b_gly_glc[c]', 'h2o[c]']","['4-Aminobenzoylglycine Glucuronide', 'Water']","[None, 'O']"
42,411479.1.3062_56.peg,ATVACYLGLUC_GLCAASE,atorvastatin-acyl-glucuronide / G2 beta-glucuronidase,None,None,None,[None],None,['atvacylgluc[c]'],['atorvastatin-acyl-glucuronide / G2'],[None]
43,411479.1.3062_56.peg,ATVETHGLUC_GLCAASE,atorvastatin-ether-glucuronide -G1 beta-glucuronidase,None,None,None,[None],None,"['atvethgluc[c]', 'h2o[c]']","['atorvastatin-ether-glucuronide -G1', 'Water']","[None, 'O']"
44,411479.1.3062_56.peg,ATVLACGLUC_GLCAASE,atorvastatin-lactone-ether-glucuronide / G3 beta-glucuronidase,None,None,None,[None],None,"['atvlacgluc[c]', 'h2o[c]']","['atorvastatin-lactone-ether-glucuronide / G3', 'Water']","[None, 'O']"
45,411479.1.3062_56.peg,BHPM_GLC_GLCAASE,Bis-(P-Hydroxy-Phenyl)-Pyridyl-2-Methane Glucuronide beta-glucuronidase,None,None,None,[None],None,"['bhpm_glc[c]', 'h2o[c]']","['Bis-(P-Hydroxy-Phenyl)-Pyridyl-2-Methane Glucuronide', 'Water']","[None, 'O']"
46,411479.1.3062_56.peg,BILR_M10_GLCAASE,BILR M10 beta-glucuronidase,None,None,None,[None],None,"['bilr_M10[c]', 'h2o[c]']","['BILR M10', 'Water']","[None, 'O']"
47,411479.1.3062_56.peg,BILR_M12_GLCAASE,BILR M12 beta-glucuronidase,None,None,None,[None],None,"['bilr_M12[c]', 'h2o[c]']","['BILR M12', 'Water']","[None, 'O']"
48,411479.1.3062_56.peg,BILR_M15_GLCAASE,BILR M15 beta-glucuronidase,None,None,None,[None],None,"['bilr_M15[c]', 'h2o[c]']","['BILR M15', 'Water']","[None, 'O']"
49,411479.1.3062_56.peg,BILR_M16_GLCAASE,BILR M16 beta-glucuronidase,None,None,None,[None],None,"['bilr_M16[c]', 'h2o[c]']","['BILR M16', 'Water']","[None, 'O']"
50,411479.1.3062_56.peg,BSN_GLC_GLCAASE,Bosentan Glucuronide beta-glucuronidase,None,None,None,[None],None,"['bsn_glc[c]', 'h2o[c]']","['Bosentan Glucuronide', 'Water']","[None, 'O']"
51,411479.1.3062_56.peg,BZ_GLC_GLCAASE,Benzoic Acid Glucuronide beta-glucuronidase,None,None,None,[None],None,"['bz_glc[c]', 'h2o[c]']","['Benzoic Acid Glucuronide', 'Water']","['C1=CC=C(C=C1)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O', 'O']"
52,411479.1.3062_56.peg,CARIBUP_S_GLCAASE,S-carboxy ibuprofen beta-glucuronidase,None,None,None,[None],None,"['caribupglu_S[c]', 'h2o[c]']","['S-carboxy ibuprofen glucuronide', 'Water']","[None, 'O']"
53,411479.1.3062_56.peg,CBZ_GLC_GLCAASE,Carbamazepine Glucuronide beta-glucuronidase,None,None,None,[None],None,"['cbz_glc[c]', 'h2o[c]']","['Carbamazepine Glucuronide', 'Water']","['C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)NC4C(C(C(C(O4)C(=O)O)O)O)O', 'O']"
54,411479.1.3062_56.peg,CD6168_GLC_GLCAASE,CD6168 Glucuronide beta-glucuronidase,None,None,None,[None],None,"['cd6168_glc[c]', 'h2o[c]']","['CD6168 Glucuronide', 'Water']","[None, 'O']"
55,411479.1.3062_56.peg,CHLPHNCL_GLC_GLCAASE,Chloramphenicol 3-Glucuronide beta-glucuronidase,None,None,None,[None],None,"['chlphncl_glc[c]', 'h2o[c]']","['Chloramphenicol 3-Glucuronide', 'Water']","[None, 'O']"
56,411479.1.3062_56.peg,CLCXB_C_GLC_GLCAASE,Carboxycelecoxib Glucuronide beta-glucuronidase,None,None,None,[None],None,"['clcxb_c_glc[c]', 'h2o[c]']","['Carboxycelecoxib Glucuronide', 'Water']","[None, 'O']"
57,411479.1.3062_56.peg,CLCXB_GLC_GLCAASE,Celecoxib Glucuronide beta-glucuronidase,None,None,None,[None],None,"['clcxb_glc[c]', 'h2o[c]']","['Celecoxib Glucuronide', 'Water']","['C1=CC(=CC=C1C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F)C(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O', 'O']"
58,411479.1.3062_56.peg,CLOBI_GLC_GLCAASE,Clopidogrel Acyl-Beta-D-Glucuronide beta-glucuronidase,None,None,None,[None],None,"['clobi_glc[c]', 'h2o[c]']","['Clopidogrel Acyl-Beta-D-Glucuronide', 'Water']","['C1CN(CC2=C1SC=C2)C(C3=CC=CC=C3Cl)C(=O)OC4C(C(C(C(O4)C(=O)O)O)O)O', 'O']"
59,411479.1.3062_56.peg,CVM1GLUC_GLCAASE,cerivastatin-M1-glucuronide beta-glucuronidase,None,None,None,[None],None,"['cvm1gluc[c]', 'h2o[c]']","['cerivastatin-M1-glucuronide', 'Water']","[None, 'O']"
60,411479.1.3062_56.peg,CVM23GLUC_GLCAASE,cerivastatin-M23-glucuronide beta-glucuronidase,None,None,None,[None],None,"['cvm23gluc[c]', 'h2o[c]']","['cerivastatin-M23-glucuronide', 'Water']","[None, 'O']"
61,411479.1.3062_56.peg,DAA_GLC_GLCAASE,Deaminated Amiodarone Glucuronide (M14) beta-glucuronidase,None,None,None,[None],None,"['daa_glc[c]', 'h2o[c]']","['Deaminated Amiodarone Glucuronide (M14)', 'Water']","[None, 'O']"
62,411479.1.3062_56.peg,DCF_GLC_GLCAASE,Diclofenac Acyl Glucuronide beta-glucuronidase,None,None,None,[None],None,"['dcf_glc[c]', 'h2o[c]']","['Diclofenac Acyl Glucuronide', 'Water']","['C1=CC=C(C(=C1)CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)NC3=C(C=CC=C3Cl)Cl', 'O']"
63,411479.1.3062_56.peg,DDEA_GLC_GLCAASE,Di-N-Desethylamiodarone Glucuronide Conjugate (DDEA_Glc) beta-glucuronidase,None,None,None,[None],None,"['ddea_glc[c]', 'h2o[c]']","['Di-N-Desethylamiodarone Glucuronide Conjugate (DDEA_Glc)', 'Water']","[None, 'O']"
64,411479.1.3062_56.peg,DES_ASTZL_GLC_GLCAASE,Desmethylastemozole Glucuronide beta-glucuronidase,None,None,None,[None],None,"['des_astzl_glc[c]', 'h2o[c]']","['Desmethylastemozole Glucuronide', 'Water']","[None, 'O']"
65,411479.1.3062_56.peg,DIGOXIN_GLC_GLCAASE,Digoxin 16-Glucuronide beta-glucuronidase,None,None,None,[None],None,"['digoxin_glc[c]', 'h2o[c]']","['Digoxin 16-Glucuronide', 'Water']","[None, 'O']"
66,411479.1.3062_56.peg,DLB_GLC_GLCAASE,Deleobuvir Glucuronide beta-glucuronidase,None,None,None,[None],None,"['dlb_glc[c]', 'h2o[c]']","['Deleobuvir Glucuronide', 'Water']","[None, 'O']"
67,411479.1.3062_56.peg,DNPZ_M11_GLCAASE,Donepezil Metabolite M11 beta-glucuronidase,None,None,None,[None],None,"['dnpz_m11[c]', 'h2o[c]']","['Donepezil Metabolite M11', 'Water']","[None, 'O']"
68,411479.1.3062_56.peg,DNPZ_M12_GLCAASE,Donepezil Metabolite M12 beta-glucuronidase,None,None,None,[None],None,"['dnpz_m12[c]', 'h2o[c]']","['Donepezil Metabolite M12', 'Water']","[None, 'O']"
69,411479.1.3062_56.peg,DNPZ_M13_GLCAASE,Donepezil Metabolite M13 beta-glucuronidase,None,None,None,[None],None,"['dnpz_m13[c]', 'h2o[c]']","['Donepezil Metabolite M13', 'Water']","[None, 'O']"
70,411479.1.3062_56.peg,DNPZ_M14_GLCAASE,Donepezil Metabolite M14 beta-glucuronidase,None,None,None,[None],None,"['dnpz_m14[c]', 'h2o[c]']","['Donepezil Metabolite M14', 'Water']","[None, 'O']"
71,411479.1.3062_56.peg,DOH_ETR_GLC_GLCAASE,Etravarine Dihydroxylated Glucuronide beta-glucuronidase,None,None,None,[None],None,"['doh_etr_glc[c]', 'h2o[c]']","['Etravarine Dihydroxylated Glucuronide', 'Water']","[None, 'O']"
72,411479.1.3062_56.peg,DOH_VCZ_GLC_GLCAASE,Dihydroxyvoriconazole Glucuronide beta-glucuronidase,None,None,None,[None],None,"['doh_vcz_glc[c]', 'h2o[c]']","['Dihydroxyvoriconazole Glucuronide', 'Water']","[None, 'O']"
73,411479.1.3062_56.peg,DXO_GLC_GLCAASE,Dextrorphan O-Glucuronide beta-glucuronidase,None,None,None,[None],None,"['dxo_glc[c]', 'h2o[c]']","['Dextrorphan O-Glucuronide', 'Water']","['CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O', 'O']"
74,411479.1.3062_56.peg,EFV_GLC_GLCAASE,Efavirenz Glucuronide beta-glucuronidase,None,None,None,[None],None,"['efv_glc[c]', 'h2o[c]']","['Efavirenz Glucuronide', 'Water']","[None, 'O']"
75,411479.1.3062_56.peg,ELTR_GLC_GLCAASE,Eltrombopag Glucuronide (M2) beta-glucuronidase,None,None,None,[None],None,"['eltr_glc[c]', 'h2o[c]']","['Eltrombopag Glucuronide (M2)', 'Water']","[None, 'O']"
76,411479.1.3062_56.peg,ELTR_M3_GLCAASE,Eltrombopag M3 (Glucuronide Conjugate) beta-glucuronidase,None,None,None,[None],None,"['ahcys[c]', 'eltr_m3[c]', 'h[c]', 'nadh[c]']","['S-Adenosyl-L-homocysteine', 'Eltrombopag M3 (Glucuronide Conjugate)', 'proton', 'Nicotinamide adenine dinucleotide - reduced']","['C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N', None, '[H+]', None]"
77,411479.1.3062_56.peg,ELTR_M4_GLCAASE,Eltrombopag M4 (Glucuronide Conjugate) beta-glucuronidase,None,None,None,[None],None,"['eltr_m4[c]', 'h2o[c]']","['Eltrombopag M4 (Glucuronide Conjugate)', 'Water']","[None, 'O']"
78,411479.1.3062_56.peg,ESTRADIOLGLC_GLCAASE,Estradiol-17-glucuronide beta-glucuronidase,None,None,None,[None],None,"['estradiolglc[c]', 'h2o[c]']","['17beta-estradiol 3-glucosiduronic acid', 'Water']","['CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC5C(C(C(C(O5)C(=O)O)O)O)O', 'O']"
79,411479.1.3062_56.peg,ESTRIOLGLC_GLCAASE,Estriol-16-glucuronide beta-glucuronidase,None,None,None,[None],None,"['estriolglc[c]', 'h2o[c]']","['16-Glucuronide-estriol', 'Water']","['CC12CCC3C(C1CC(C2O)OC4C(C(C(C(O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O', 'O']"
80,411479.1.3062_56.peg,ESTRONEGLC_GLCAASE,Estrone-3-glucuronide beta-glucuronidase,None,None,None,[None],None,"['estroneglc[c]', 'h2o[c]']","['estrone 3-glucosiduronic acid', 'Water']","[None, 'O']"
81,411479.1.3062_56.peg,EZTMB_GLC_GLCAASE,Ezetimibe Glucuronide beta-glucuronidase,None,None,None,[None],None,"['eztmb_glc[c]', 'h2o[c]']","['Ezetimibe Glucuronide', 'Water']","['C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)OC5C(C(C(C(O5)C(=O)O)O)O)O', 'O']"
82,411479.1.3062_56.peg,FVSGLUC_GLCAASE,fluvstatin-glucuronide beta-glucuronidase,None,None,None,[None],None,"['fvsgluc[c]', 'h2o[c]']","['fluvstatin-glucuronide', 'Water']","[None, 'O']"
83,411479.1.3062_56.peg,FVSTETGLU_GLCAASE,des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide beta-glucuronidase,None,None,None,[None],None,"['fvstetglu[c]', 'h2o[c]']","['des-isopropyl-dihydro-fluvastatin-tetranor-glucuronide', 'Water']","[None, 'O']"
84,411479.1.3062_56.peg,GLC3MEACP_GLCAASE,glucuronide-conjugate of 3-methoxy-acetaminophen beta-glucuronidase,None,None,None,[None],None,"['amet[c]', 'glc3meacp[c]', 'h2o[c]']","['S-Adenosyl-L-methionine', 'glucuronide-conjugate of 3-methoxy-acetaminophen', 'Water']","['C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O', None, 'O']"
85,411479.1.3062_56.peg,GLTMN_GLC_GLCAASE,Galantamine Glucuronide beta-glucuronidase,None,None,None,[None],None,"['gltmn_glc[c]', 'h2o[c]']","['Galantamine Glucuronide', 'Water']","[None, 'O']"
86,411479.1.3062_56.peg,GMFL_GLC_GLCAASE,Gemfibrozil 1-O-Beta-Glucuronide beta-glucuronidase,None,None,None,[None],None,"['gmfl_glc[c]', 'h2o[c]']","['Gemfibrozil 1-O-Beta-Glucuronide', 'Water']","['CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O', 'O']"
87,411479.1.3062_56.peg,GMFL_MIII_GLC_GLCAASE,M3 Glucuronide beta-glucuronidase,None,None,None,[None],None,"['gmfl_mIII_glc[c]', 'h2o[c]']","['M3 Glucuronide', 'Water']","[None, 'O']"
88,411479.1.3062_56.peg,GMFL_MII_GLC_GLCAASE,M2 Glucuronide beta-glucuronidase,None,None,None,[None],None,"['gmfl_mII_glc[c]', 'h2o[c]']","['M2 Glucuronide', 'Water']","[None, 'O']"
89,411479.1.3062_56.peg,GMFL_MI_GLC_GLCAASE,M1 Glucuronide beta-glucuronidase,None,None,None,[None],None,"['gmfl_mI_glc[c]', 'h2o[c]']","['M1 Glucuronide', 'Water']","[None, 'O']"
90,411479.1.3062_56.peg,GTACMP_GLCAASE,glucuronide-thiomethyl-acetaminophen conjugate beta-glucuronidase,None,None,None,[None],None,"['gtacmp[c]', 'h2o[c]']","['glucuronide-thiomethyl-acetaminophen conjugate', 'Water']","[None, 'O']"
91,411479.1.3062_56.peg,HST_37_DIGLC_GLCAASE,Hesperetin 3 7-Diglucuronide beta-glucuronidase,None,None,None,[None],None,"['h2o[c]', 'hst_37_diglc[c]']","['Water', 'Hesperetin 3,7-Diglucuronide']","['O', None]"
92,411479.1.3062_56.peg,HST_37_DIGLC_GLCAASE2,Hesperetin 3 7-Diglucuronide beta-glucuronidase,None,None,None,[None],None,"['h2o[c]', 'hst_37_diglc[c]']","['Water', 'Hesperetin 3,7-Diglucuronide']","['O', None]"
93,411479.1.3062_56.peg,HST_3GLC_7S_GLCAASE,Hesperetin 3-O-Glucuronide 7-Sulfate beta-glucuronidase,None,None,None,[None],None,"['h2o[c]', 'hst_3glc_7s[c]']","['Water', 'Hesperetin 3-O-Glucuronide 7-Sulfate']","['O', None]"
94,411479.1.3062_56.peg,HST_3_GLC_GLCAASE,Hesperetin 3-O-Glucuronide (Aglycone Of Hesperidin) beta-glucuronidase,None,None,None,[None],None,"['h2o[c]', 'hst_3_glc[c]']","['Water', 'Hesperetin 3-O-Glucuronide (Aglycone Of Hesperidin)']","['O', None]"
95,411479.1.3062_56.peg,HST_7GLC_3S_GLCAASE,Hesperetin 7-O-Glucuronide 3-Sulfate beta-glucuronidase,None,None,None,[None],None,"['h2o[c]', 'hst_7glc_3s[c]']","['Water', 'Hesperetin 7-O-Glucuronide 3-Sulfate']","['O', None]"
96,411479.1.3062_56.peg,HST_7_GLC_GLCAASE,Hesperetin 7-O-Glucuronide (Aglycone Of Hesperidin) beta-glucuronidase,None,None,None,[None],None,"['h2o[c]', 'hst_7_glc[c]']","['Water', 'Hesperetin 7-O-Glucuronide (Aglycone Of Hesperidin)']","['O', None]"
