,Gene,Reaction,Name,ModelSEED_id,MetaNetX,KEGG_id,ecNumber,BIGG_id,Substrates,Substrate Name,Substrate SMILES
11,g.191.peg.1252,2MBCOATA,2-methylbutanoyl-CoA[acyl-carrier-protein] transferase,rxn05358,MNXR53357,None,['2.3.1.180'],None,"['2mbcoa[c]', 'ACP[c]']","['2-methylbutanoyl-CoA(4-)', 'acyl carrier protein']","['CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O', None]"
12,g.191.peg.1252,AIHPDCOATA,14-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05452,MNXR53361,None,['2.3.1.180'],None,"['14mpalmACP[c]', 'coa[c]']","['14-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
13,g.191.peg.1252,AIPDCOATA,12-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05451,MNXR53360,None,['2.3.1.180'],None,"['12mmyrsACP[c]', 'coa[c]']","['12-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
14,g.191.peg.1252,IBCOATA,2-methylpropionyl-CoA[acyl-carrier-protein] transferase,rxn05408,MNXR53359,None,['2.3.1.180'],None,"['ACP[c]', 'ibcoa[c]']","['acyl carrier protein', 'isobutyryl-CoA(4-)']","[None, 'CC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O']"
15,g.191.peg.1252,IHDCOATA,14-methyl-pentadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05456,MNXR53365,None,['2.3.1.180'],None,"['14mpentdecACP[c]', 'coa[c]']","['14-methyl-pentadecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
16,g.191.peg.1252,IHPDCOATA,15-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05454,MNXR53363,None,['2.3.1.180'],None,"['15mpalmACP[c]', 'coa[c]']","['15-methyl-hexa-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
17,g.191.peg.1252,IPDCOATA,13-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase,rxn05453,MNXR53362,None,['2.3.1.180'],None,"['13mmyrsACP[c]', 'coa[c]']","['13-methyl-tetra-decanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
18,g.191.peg.1252,ITDCOATA,12-methyl-tridecanoyl-ACP[acyl-carrier-protein] transferase,rxn05455,MNXR53364,None,['2.3.1.180'],None,"['12mtridecACP[c]', 'coa[c]']","['12-methyl-tridecanoyl-ACP', 'Coenzyme A']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O']"
19,g.191.peg.1252,IVCOATA,3-methylbutanoyl-CoA[acyl-carrier-protein] transferase,rxn05383,MNXR53358,None,['2.3.1.180'],None,"['ACP[c]', 'ivcoa[c]']","['acyl carrier protein', 'Isovaleryl-CoA']","[None, 'CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O']"
20,g.191.peg.1252,MCOATA,Malonyl Coenzyme A-Acp Transacylase,rxn05465,MNXR35619,R01626,"[None, ['2.3.1.-', '2.3.1.0', '2.3.1.39', '2.3.1.85', '2.3.1.86'], ['2.3.1.-', '2.3.1.0', '2.3.1.39', '2.3.1.85', '2.3.1.86'], None]",FAS1_1; MCOATA; MCOATAm; MCT1,"['ACP[c]', 'malcoa[c]']","['acyl carrier protein', 'Malonyl-CoA']","[None, 'CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O']"
21,g.191.peg.1252,PMTCOATA,hexadecanoyl-ACP[acyl-carrier-protein] transferase,rxn05458,MNXR78083,R10700,[None],FAS1_7_c,"['coa[c]', 'palmACP[c]']","['Coenzyme A', 'Palmitoyl-ACP (n-C16:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
22,g.191.peg.1252,STCOATA,stearyl-ACP[acyl-carrier-protein] transferase,rxn05459,MNXR53368,None,['2.3.1.180'],None,"['coa[c]', 'ocdcaACP[c]']","['Coenzyme A', 'Octadecanoyl-ACP (n-C18:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
23,g.191.peg.1252,TDCOATA,tetradecanoyl-ACP[acyl-carrier-protein] transferase,rxn05457,MNXR53366,None,[None],FAS1_6_c,"['coa[c]', 'myrsACP[c]']","['Coenzyme A', 'Myristoyl-ACP (n-C14:0ACP)']","['CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O', None]"
24,g.191.peg.1069,36DAHXI,"(3S)-3,6-Diaminohexanoate 5,6-aminomutase",rxn02344,MNXR6765,R03275,['5.4.3.3'],None,['36dahx[c]'],"['(3S)-3,6-Diaminohexanoate']",['C(CC(CC(=O)O)N)CN']
25,g.191.peg.1908,36DAHXI,"(3S)-3,6-Diaminohexanoate 5,6-aminomutase",rxn02344,MNXR6765,R03275,['5.4.3.3'],None,['36dahx[c]'],"['(3S)-3,6-Diaminohexanoate']",['C(CC(CC(=O)O)N)CN']
26,g.191.peg.177,3ABUTCOAL,3-aminobutyryl-CoA ammonia-lyase,rxn02170,MNXR93777,R03030,['4.3.1.14'],None,"['3abutcoa[c]', 'h[c]']","['L-3-Aminobutyryl-CoA', 'proton']","['CC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O)N', '[H+]']"
27,g.191.peg.177,SERD_D,d_Serine deaminase,rxn00166,MNXR84189,R00221,[['4.3.1.18']],SERD_D,['ser_D[c]'],['D-serine'],['C(C(C(=O)O)N)O']
28,g.191.peg.1752,3OAR100,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),rxn05338,MNXR68183,R04534,"[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None, None]",3OAR100; HDER4; HDER4r,"['3odecACP[c]', 'h[c]', 'nadph[c]']","['3-Oxodecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
29,g.191.peg.1752,3OAR10M11,10-methyl-3-oxo-undecanoyl-ACPNADP+ oxidoreductase,rxn05422,MNXR27696,None,['1.1.1.100'],None,"['10m3oundecACP[c]', 'h[c]', 'nadph[c]']","['10-methyl-3-oxo-undecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
30,g.191.peg.1752,3OAR10M12,10-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,rxn05372,MNXR27646,None,['1.1.1.100'],None,"['10m3oddcaACP[c]', 'h[c]', 'nadph[c]']","['10-methyl-3-oxo-dodecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
31,g.191.peg.1752,3OAR11M12,11-methyl-3-oxo-dodecanoyl-ACPNADP+ oxidoreductase,rxn05397,MNXR27671,None,['1.1.1.100'],None,"['11m3oddcaACP[c]', 'h[c]', 'nadph[c]']","['11-methyl-3-oxo-dodecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
32,g.191.peg.1752,3OAR120,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),rxn05340,MNXR68184,R04964,"[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None]",3OAR120; HDDR5,"['3oddecACP[c]', 'h[c]', 'nadph[c]']","['3-Oxododecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
33,g.191.peg.1752,3OAR12M13,12-methyl-3-oxo-tridecanoyl-ACPNADP+ oxidoreductase,rxn05426,MNXR27700,None,['1.1.1.100'],None,"['12m3otridecACP[c]', 'h[c]', 'nadph[c]']","['12-methyl-3-oxo-tridecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
34,g.191.peg.1752,3OAR12M14,12-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase,rxn05376,MNXR27650,None,['1.1.1.100'],None,"['12m3omyrsACP[c]', 'h[c]', 'nadph[c]']","['12-methyl-3-oxo-tetra-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
35,g.191.peg.1752,3OAR13M14,13-methyl-3-oxo-tetra-decanoyl-ACPNADP+ oxidoreductase,rxn05401,MNXR27675,None,['1.1.1.100'],None,"['13m3omyrsACP[c]', 'h[c]', 'nadph[c]']","['13-methyl-3-oxo-tetra-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
36,g.191.peg.1752,3OAR140,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),rxn05342,MNXR68185,R04566,"[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None]",3OAR140; HTDR6,"['3omrsACP[c]', 'h[c]', 'nadph[c]']","['3-Oxotetradecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
37,g.191.peg.1752,3OAR14M15,14-methyl-3-oxo-pentadecanoyl-ACPNADP+ oxidoreductase,rxn05430,MNXR27704,None,['1.1.1.100'],None,"['14m3opentdecACP[c]', 'h[c]', 'nadph[c]']","['14-methyl-3-oxo-pentadecanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
38,g.191.peg.1752,3OAR14M16,14-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,rxn05380,MNXR27654,None,['1.1.1.100'],None,"['14m3opalmACP[c]', 'h[c]', 'nadph[c]']","['14-methyl-3-oxo-hexa-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
39,g.191.peg.1752,3OAR15M16,15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,rxn05405,MNXR27679,None,['1.1.1.100'],None,"['15m3opalmACP[c]', 'h[c]', 'nadph[c]']","['15-methyl-3-oxo-hexa-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
40,g.191.peg.1752,3OAR160,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),rxn05336,MNXR68186,R04543,"[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None]",3OAR160; HHDR7,"['3opalmACP[c]', 'h[c]', 'nadph[c]']","['3-Oxohexadecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
41,g.191.peg.1752,3OAR180,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),rxn05461,MNXR27735,None,['1.1.1.100'],None,"['3ooctdACP[c]', 'h[c]', 'nadph[c]']","['3-Oxooctadecanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
42,g.191.peg.1752,3OAR40,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),rxn05339,MNXR74285,R04533,[None],HBUR1,"['actACP[c]', 'h[c]', 'nadph[c]']","['Acetoacetyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
43,g.191.peg.1752,3OAR4M5,4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase,rxn05410,MNXR27684,None,['1.1.1.100'],None,"['4m3opentACP[c]', 'h[c]', 'nadph[c]']","['4-methyl-3-oxo-pentanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
44,g.191.peg.1752,3OAR4M6,4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,rxn05360,MNXR27634,None,['1.1.1.100'],None,"['4m3ohexACP[c]', 'h[c]', 'nadph[c]']","['4-methyl-3-oxo-hexanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
45,g.191.peg.1752,3OAR5M6,5-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase,rxn05385,MNXR27659,None,['1.1.1.100'],None,"['5m3ohexACP[c]', 'h[c]', 'nadph[c]']","['5-methyl-3-oxo-hexanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
46,g.191.peg.1752,3OAR60,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),rxn05337,MNXR68190,R04953,"[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None]",3OAR60; HHYR2,"['3ohexACP[c]', 'h[c]', 'nadph[c]']","['3-Oxohexanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
47,g.191.peg.1752,3OAR6M7,6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase,rxn05414,MNXR27688,None,['1.1.1.100'],None,"['6m3oheptACP[c]', 'h[c]', 'nadph[c]']","['6-methyl-3-oxo-heptanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
48,g.191.peg.1752,3OAR6M8,6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,rxn05364,MNXR27638,None,['1.1.1.100'],None,"['6m3oocACP[c]', 'h[c]', 'nadph[c]']","['6-methyl-3-oxo-octanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
49,g.191.peg.1752,3OAR7M8,7-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase,rxn05389,MNXR27663,None,['1.1.1.100'],None,"['7m3oocACP[c]', 'h[c]', 'nadph[c]']","['7-methyl-3-oxo-octanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
50,g.191.peg.1752,3OAR80,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),rxn05341,MNXR68191,R04536,"[['1.1.1.100', '2.3.1.-', '2.3.1.85', '2.3.1.86'], None]",3OAR80; HOCR3,"['3ooctACP[c]', 'h[c]', 'nadph[c]']","['3-Oxooctanoyl-[acyl-carrier protein]', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
51,g.191.peg.1752,3OAR8M10,8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,rxn05368,MNXR27642,None,['1.1.1.100'],None,"['8m3odcaACP[c]', 'h[c]', 'nadph[c]']","['8-methyl-3-oxo-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
52,g.191.peg.1752,3OAR8M9,8-methyl-3-oxo-nonanoyl-ACPNADP+ oxidoreductase,rxn05418,MNXR27692,None,['1.1.1.100'],None,"['8m3ononACP[c]', 'h[c]', 'nadph[c]']","['8-methyl-3-oxo-nonanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
53,g.191.peg.1752,3OAR9M10,9-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,rxn05393,MNXR27667,None,['1.1.1.100'],None,"['9m3odcaACP[c]', 'h[c]', 'nadph[c]']","['9-methyl-3-oxo-decanoyl-ACP', 'proton', 'Nicotinamide adenine dinucleotide phosphate - reduced']","[None, '[H+]', 'C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O']"
